name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"James Harden","Houston Rockets",2017-10-21,2017,3992,1610612745,400974783,3,10,22,0,"Jump Shot","3PT Field Goal",28,"Dallas Mavericks",-9,282,0,0.00,,0.00,0.00
"Marc Gasol","Memphis Grizzlies",2017-10-21,2017,3206,1610612763,400974784,1,5,10,0,"Jump Shot","3PT Field Goal",25,"Golden State Warriors",71,246,0,0.00,,0.00,0.00
"Marc Gasol","Memphis Grizzlies",2018-03-17,2017,3206,1610612763,400975786,4,5,17,0,"Jump Shot","3PT Field Goal",25,"Denver Nuggets",-131,220,0,0.00,,0.00,0.00
"Draymond Green","Golden State Warriors",2018-03-17,2017,6589,1610612744,400975790,2,0,09,0,"Jump Shot","2PT Field Goal",20,"Phoenix Suns",5,208,0,0.00,,0.00,0.00
"Marc Gasol","Memphis Grizzlies",2017-10-21,2017,3206,1610612763,400974784,4,5,06,0,"Jump Shot","2PT Field Goal",23,"Golden State Warriors",5,233,0,0.00,,0.00,0.00
"Paul Millsap","Denver Nuggets",2018-03-17,2017,3015,1610612743,400975786,1,5,24,0,"Jump Shot","3PT Field Goal",24,"Memphis Grizzlies",181,170,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2017-10-21,2017,6475,1610612744,400974784,3,10,01,0,"Jump Shot","2PT Field Goal",9,"Memphis Grizzlies",-96,9,0,0.00,,0.00,0.00
"Paul Millsap","Denver Nuggets",2017-10-21,2017,3015,1610612743,400974786,2,0,48,1,"Jump Shot","3PT Field Goal",26,"Sacramento Kings",41,259,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2017-10-21,2017,3012,1610612761,400974778,2,0,53,1,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-81,244,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,3,9,29,0,"Jump Shot","2PT Field Goal",17,"Chicago Bulls",-176,12,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,3,9,40,1,"Jump Shot","3PT Field Goal",25,"Utah Jazz",107,228,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2018-03-17,2017,1966,1610612739,400975785,3,5,37,0,"Jump Shot","2PT Field Goal",21,"Chicago Bulls",-103,185,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,1,8,01,0,"Jump Shot","3PT Field Goal",25,"Utah Jazz",30,250,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-10-21,2017,6606,1610612757,400974785,3,11,35,0,"Jump Shot","2PT Field Goal",20,"Milwaukee Bucks",17,208,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-10-21,2017,6606,1610612757,400974785,1,5,29,0,"Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",-36,262,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,3,7,54,1,"Jump Shot","3PT Field Goal",25,"Utah Jazz",-101,232,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-10-21,2017,3468,1610612760,400974787,2,2,57,0,"Jump Shot","3PT Field Goal",22,"Utah Jazz",229,-2,0,0.00,,0.00,0.00
"Blake Griffin","LA Clippers",2018-01-04,2017,3989,1610612746,400975313,2,3,38,0,"Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",72,240,0,0.00,,0.00,0.00
"Paul Millsap","Denver Nuggets",2017-10-21,2017,3015,1610612743,400974786,1,6,22,0,"Jump Shot","2PT Field Goal",19,"Sacramento Kings",8,196,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2017-10-21,2017,3992,1610612745,400974783,2,5,33,0,"Jump Shot","3PT Field Goal",25,"Dallas Mavericks",42,253,0,0.00,,0.00,0.00
"Marc Gasol","Memphis Grizzlies",2017-10-21,2017,3206,1610612763,400974784,2,6,47,1,"Jump Shot","3PT Field Goal",24,"Golden State Warriors",-29,248,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2018-03-17,2017,6606,1610612757,400975791,3,7,57,0,"Jump Shot","3PT Field Goal",27,"Detroit Pistons",28,277,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2017-10-21,2017,6475,1610612744,400974784,1,9,33,1,"Jump Shot","2PT Field Goal",14,"Memphis Grizzlies",53,130,0,0.00,,0.00,0.00
"Blake Griffin","Detroit Pistons",2018-03-17,2017,3989,1610612765,400975791,4,5,23,0,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",3,244,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-10-21,2017,3468,1610612760,400974787,3,5,28,0,"Jump Shot","3PT Field Goal",24,"Utah Jazz",-169,184,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-10-21,2017,3468,1610612760,400974787,1,11,14,1,"Jump Shot","2PT Field Goal",20,"Utah Jazz",122,166,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2018-04-03,2017,6475,1610612744,400975909,1,9,42,0,"Jump Shot","3PT Field Goal",22,"Oklahoma City Thunder",228,12,0,0.00,,0.00,0.00
"Blake Griffin","LA Clippers",2017-10-21,2017,3989,1610612746,400974788,2,4,17,1,"Jump Shot","3PT Field Goal",25,"Phoenix Suns",-17,253,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2018-03-17,2017,2983,1610612759,400975788,2,7,24,1,"Jump Shot","2PT Field Goal",19,"Minnesota Timberwolves",-49,193,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2018-03-17,2017,3136195,1610612750,400975788,4,10,49,1,"Jump Shot","3PT Field Goal",25,"San Antonio Spurs",-7,256,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,4,10,25,1,"Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-147,204,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2018-03-17,2017,1966,1610612739,400975785,2,4,02,0,"Jump Shot","3PT Field Goal",22,"Chicago Bulls",227,5,0,0.00,,0.00,0.00
"Paul Millsap","Denver Nuggets",2017-10-21,2017,3015,1610612743,400974786,3,9,55,0,"Jump Shot","3PT Field Goal",26,"Sacramento Kings",32,263,0,0.00,,0.00,0.00
"Draymond Green","Golden State Warriors",2018-03-17,2017,6589,1610612744,400975790,1,9,02,0,"Jump Shot","3PT Field Goal",25,"Phoenix Suns",150,205,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,4,6,23,0,"Jump Shot","3PT Field Goal",24,"Utah Jazz",97,223,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,2,2,59,1,"Jump Shot","2PT Field Goal",16,"Chicago Bulls",-84,145,0,0.00,,0.00,0.00
"Draymond Green","Golden State Warriors",2018-03-17,2017,6589,1610612744,400975790,3,10,01,1,"Jump Shot","3PT Field Goal",25,"Phoenix Suns",-18,258,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,3,7,59,0,"Jump Shot","2PT Field Goal",4,"Chicago Bulls",5,43,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,4,4,53,1,"Jump Shot","2PT Field Goal",22,"Utah Jazz",201,111,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2017-10-21,2017,3992,1610612745,400974783,3,5,40,0,"Jump Shot","3PT Field Goal",25,"Dallas Mavericks",-15,252,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,2,1,11,1,"Jump Shot","2PT Field Goal",18,"Utah Jazz",78,171,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,2,0,00,1,"Jump Shot","2PT Field Goal",15,"Utah Jazz",-26,150,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2018-04-03,2017,6606,1610612757,400975910,1,0,32,0,"Jump Shot","3PT Field Goal",25,"Dallas Mavericks",84,239,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2018-03-17,2017,3992,1610612745,400975782,1,6,19,0,"Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-101,236,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2017-10-21,2017,1966,1610612739,400974779,4,8,42,0,"Jump Shot","2PT Field Goal",15,"Orlando Magic",152,37,0,0.00,,0.00,0.00
"Blake Griffin","Detroit Pistons",2018-03-17,2017,3989,1610612765,400975791,3,4,33,0,"Jump Shot","3PT Field Goal",29,"Portland Trail Blazers",-141,254,0,0.00,,0.00,0.00
"Blake Griffin","LA Clippers",2017-10-21,2017,3989,1610612746,400974788,1,6,36,0,"Jump Shot","2PT Field Goal",16,"Phoenix Suns",-152,76,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-10-21,2017,6606,1610612757,400974785,1,5,57,1,"Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",106,248,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2017-10-21,2017,1966,1610612739,400974779,1,1,14,1,"Jump Shot","2PT Field Goal",9,"Orlando Magic",3,91,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-21,2017,3975,1610612744,400974784,2,6,32,0,"Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",79,251,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,2,6,53,0,"Jump Shot","3PT Field Goal",25,"Chicago Bulls",-122,227,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2017-10-21,2017,3992,1610612745,400974783,2,3,32,1,"Jump Shot","3PT Field Goal",26,"Dallas Mavericks",29,268,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2018-04-10,2017,4237,1610612764,400975961,3,6,47,1,"Jump Shot","3PT Field Goal",23,"Boston Celtics",228,52,0,0.00,,0.00,0.00
"Paul Millsap","Denver Nuggets",2017-10-21,2017,3015,1610612743,400974786,3,11,04,1,"Jump Shot","3PT Field Goal",22,"Sacramento Kings",-228,1,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,3,10,21,1,"Jump Shot","3PT Field Goal",24,"Utah Jazz",134,209,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,3,2,35,0,"Jump Shot","3PT Field Goal",25,"Utah Jazz",-84,236,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,1,9,47,1,"Jump Shot","2PT Field Goal",19,"Chicago Bulls",-143,126,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-10-21,2017,3202,1610612744,400974784,3,0,39,0,"Jump Shot","2PT Field Goal",18,"Memphis Grizzlies",-187,10,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2018-04-03,2017,3012,1610612761,400975902,1,10,45,0,"Jump Shot","3PT Field Goal",24,"Cleveland Cavaliers",-75,237,0,0.00,,0.00,0.00
"Marc Gasol","Memphis Grizzlies",2018-03-26,2017,3206,1610612763,400975852,1,9,38,1,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-143,207,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-10-21,2017,6606,1610612757,400974785,4,1,35,1,"Jump Shot","3PT Field Goal",27,"Milwaukee Bucks",-145,235,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-10-21,2017,3975,1610612744,400974784,3,11,44,1,"Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",22,250,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2018-04-03,2017,3012,1610612761,400975902,2,3,16,1,"Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-59,246,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2018-04-03,2017,3012,1610612761,400975902,1,3,45,0,"Jump Shot","3PT Field Goal",22,"Cleveland Cavaliers",-223,-7,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2018-01-04,2017,4251,1610612760,400975313,3,11,18,0,"Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",100,240,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2018-04-03,2017,1966,1610612739,400975902,1,3,33,1,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",87,236,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2018-04-03,2017,1966,1610612739,400975902,3,1,26,0,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",-41,252,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,2,10,54,0,"Jump Shot","2PT Field Goal",4,"Utah Jazz",-37,26,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-10-21,2017,3468,1610612760,400974787,4,5,34,1,"Jump Shot","3PT Field Goal",25,"Utah Jazz",162,193,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,1,9,15,0,"Jump Shot","3PT Field Goal",24,"Utah Jazz",213,126,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,3,9,13,0,"Jump Shot","3PT Field Goal",25,"Utah Jazz",107,226,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2017-10-21,2017,3012,1610612761,400974778,2,6,07,0,"Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",-235,-4,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,3,5,14,1,"Jump Shot","2PT Field Goal",13,"Chicago Bulls",118,70,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,2,7,19,1,"Jump Shot","2PT Field Goal",11,"Chicago Bulls",-47,104,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2017-10-21,2017,3992,1610612745,400974783,2,2,47,1,"Jump Shot","3PT Field Goal",26,"Dallas Mavericks",32,260,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2017-10-21,2017,3992,1610612745,400974783,1,2,27,0,"Jump Shot","3PT Field Goal",25,"Dallas Mavericks",-49,248,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,2,4,33,0,"Jump Shot","2PT Field Goal",21,"Utah Jazz",130,173,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,4,10,44,1,"Jump Shot","3PT Field Goal",24,"Utah Jazz",131,209,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,3,6,33,1,"Jump Shot","2PT Field Goal",18,"Chicago Bulls",26,184,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2017-10-21,2017,3992,1610612745,400974783,2,0,01,0,"Jump Shot","3PT Field Goal",27,"Dallas Mavericks",-180,207,0,0.00,,0.00,0.00
"James Harden","Houston Rockets",2018-04-01,2017,3992,1610612745,400975891,1,1,18,0,"Jump Shot","3PT Field Goal",34,"San Antonio Spurs",174,303,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2017-10-21,2017,6475,1610612744,400974784,2,0,00,0,"Jump Shot","3PT Field Goal",64,"Memphis Grizzlies",-137,632,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,1,11,23,0,"Jump Shot","2PT Field Goal",12,"Chicago Bulls",-119,35,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,1,5,34,0,"Jump Shot","2PT Field Goal",15,"Chicago Bulls",136,75,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,1,2,14,0,"Jump Shot","3PT Field Goal",24,"Utah Jazz",141,203,0,0.00,,0.00,0.00
"Marc Gasol","Memphis Grizzlies",2017-10-21,2017,3206,1610612763,400974784,3,7,00,1,"Jump Shot","3PT Field Goal",25,"Golden State Warriors",-51,254,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-10-21,2017,6606,1610612757,400974785,2,4,38,1,"Jump Shot","3PT Field Goal",27,"Milwaukee Bucks",4,270,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,2,10,03,0,"Jump Shot","2PT Field Goal",7,"Utah Jazz",29,72,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2017-10-21,2017,1966,1610612739,400974779,4,11,02,0,"Jump Shot","3PT Field Goal",24,"Orlando Magic",-52,243,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2017-10-21,2017,6475,1610612744,400974784,3,8,06,0,"Jump Shot","2PT Field Goal",16,"Memphis Grizzlies",-21,161,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-04,2017,3975,1610612744,400975312,1,6,53,0,"Jump Shot","2PT Field Goal",21,"Houston Rockets",-135,168,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,3,4,40,0,"Jump Shot","2PT Field Goal",16,"Chicago Bulls",160,31,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,3,7,19,0,"Jump Shot","3PT Field Goal",25,"Utah Jazz",-126,221,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2018-04-01,2017,4251,1610612760,400975896,3,7,36,0,"Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",220,111,0,0.00,,0.00,0.00
"Blake Griffin","LA Clippers",2017-10-21,2017,3989,1610612746,400974788,1,8,15,1,"Jump Shot","3PT Field Goal",23,"Phoenix Suns",-235,47,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,1,9,04,0,"Jump Shot","2PT Field Goal",19,"Chicago Bulls",119,157,0,0.00,,0.00,0.00
"Paul Millsap","Denver Nuggets",2018-04-01,2017,3015,1610612743,400975898,1,4,42,0,"Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",122,211,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,1,2,42,0,"Jump Shot","3PT Field Goal",25,"Phoenix Suns",145,215,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2017-10-21,2017,6475,1610612744,400974784,1,11,16,1,"Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",220,132,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2017-10-21,2017,3012,1610612761,400974778,3,2,23,0,"Jump Shot","3PT Field Goal",22,"Philadelphia 76ers",-227,-17,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2017-10-21,2017,2983,1610612759,400974782,4,5,17,0,"Jump Shot","3PT Field Goal",25,"Chicago Bulls",62,252,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2017-10-21,2017,3012,1610612761,400974778,1,5,19,0,"Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",141,226,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,3,3,58,0,"Jump Shot","3PT Field Goal",24,"Utah Jazz",74,238,0,0.00,,0.00,0.00
"Draymond Green","Golden State Warriors",2017-10-21,2017,6589,1610612744,400974784,2,3,31,0,"Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",90,241,0,0.00,,0.00,0.00
"Draymond Green","Golden State Warriors",2017-10-21,2017,6589,1610612744,400974784,3,9,11,0,"Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-27,256,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,4,3,26,0,"Jump Shot","3PT Field Goal",25,"Utah Jazz",-143,207,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-10-21,2017,1975,1610612760,400974787,4,2,48,0,"Jump Shot","3PT Field Goal",24,"Utah Jazz",-105,225,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2018-04-01,2017,3202,1610612744,400975899,3,4,40,1,"Jump Shot","3PT Field Goal",27,"Phoenix Suns",101,252,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-10-21,2017,4251,1610612760,400974787,2,8,35,0,"Jump Shot","2PT Field Goal",16,"Utah Jazz",-86,145,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-10-21,2017,6606,1610612757,400974785,2,4,12,0,"Jump Shot","3PT Field Goal",28,"Milwaukee Bucks",-71,281,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-10-21,2017,3468,1610612760,400974787,4,8,36,0,"Jump Shot","3PT Field Goal",25,"Utah Jazz",176,178,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-11-20,2017,1975,1610612760,400974999,1,6,38,1,"Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-111,234,0,0.00,,0.00,0.00
"DeMarcus Cousins","New Orleans Pelicans",2017-11-20,2017,4258,1610612740,400974999,2,6,12,0,"Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-7,254,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2018-01-04,2017,6475,1610612744,400975312,4,3,22,0,"Jump Shot","3PT Field Goal",27,"Houston Rockets",189,201,0,0.00,,0.00,0.00
"Jimmy Butler","Minnesota Timberwolves",2018-01-16,2017,6430,1610612750,400975395,2,0,04,0,"Jump Shot","2PT Field Goal",20,"Orlando Magic",93,188,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2017-11-20,2017,3468,1610612760,400974999,2,0,33,0,"Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-140,208,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2018-01-04,2017,3975,1610612744,400975312,3,6,47,0,"Jump Shot","3PT Field Goal",23,"Houston Rockets",234,16,0,0.00,,0.00,0.00
"Jimmy Butler","Minnesota Timberwolves",2017-11-20,2017,6430,1610612750,400974992,4,2,50,0,"Jump Shot","2PT Field Goal",18,"Charlotte Hornets",182,0,0,0.00,,0.00,0.00
"Marc Gasol","Memphis Grizzlies",2017-12-13,2017,3206,1610612763,400975157,1,8,46,0,"Jump Shot","2PT Field Goal",15,"Washington Wizards",-114,101,0,0.00,,0.00,0.00
"Jimmy Butler","Minnesota Timberwolves",2017-11-20,2017,6430,1610612750,400974992,1,7,23,0,"Jump Shot","3PT Field Goal",28,"Charlotte Hornets",127,251,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2018-03-02,2017,4251,1610612760,400975679,2,5,57,1,"Jump Shot","2PT Field Goal",21,"Phoenix Suns",171,124,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2017-11-28,2017,3136195,1610612750,400975051,3,4,38,0,"Jump Shot","3PT Field Goal",25,"Washington Wizards",-19,253,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2018-04-05,2017,3136195,1610612750,400975926,3,7,52,0,"Jump Shot","2PT Field Goal",16,"Denver Nuggets",-166,26,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2018-04-01,2017,6606,1610612757,400975900,1,9,18,0,"Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",-150,236,0,0.00,,0.00,0.00
"Kyrie Irving","Boston Celtics",2018-01-24,2017,6442,1610612738,400975455,3,9,31,0,"Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-109,243,0,0.00,,0.00,0.00
"Kevin Durant","Golden State Warriors",2017-12-22,2017,3202,1610612744,400975230,3,5,51,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-176,184,0,0.00,,0.00,0.00
"Klay Thompson","Golden State Warriors",2018-04-01,2017,6475,1610612744,400975899,4,7,41,0,"Jump Shot","3PT Field Goal",27,"Phoenix Suns",-141,231,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2017-11-28,2017,3136195,1610612750,400975051,2,9,17,0,"Jump Shot","2PT Field Goal",13,"Washington Wizards",134,32,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2018-04-01,2017,1975,1610612760,400975896,3,11,09,1,"Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",237,53,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2017-11-22,2017,6606,1610612757,400975006,3,1,14,0,"Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",-6,247,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2017-11-22,2017,1966,1610612739,400975005,4,2,32,1,"Jump Shot","2PT Field Goal",3,"Brooklyn Nets",39,8,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2017-11-05,2017,3136195,1610612750,400974894,3,9,35,1,"Jump Shot","2PT Field Goal",17,"Charlotte Hornets",-54,168,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2017-11-05,2017,3136195,1610612750,400974894,3,9,54,0,"Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-144,220,0,0.00,,0.00,0.00
"Blake Griffin","LA Clippers",2017-11-05,2017,3989,1610612746,400974888,2,2,22,0,"Jump Shot","3PT Field Goal",25,"Miami Heat",-119,222,0,0.00,,0.00,0.00
"Paul George","Oklahoma City Thunder",2017-11-05,2017,4251,1610612760,400974895,3,6,57,0,"Jump Shot","3PT Field Goal",22,"Portland Trail Blazers",223,-3,0,0.00,,0.00,0.00
"Marc Gasol","Memphis Grizzlies",2018-04-01,2017,3206,1610612763,400975900,2,2,43,0,"Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",114,230,0,0.00,,0.00,0.00
"Jimmy Butler","Minnesota Timberwolves",2017-11-05,2017,6430,1610612750,400974894,1,2,38,1,"Jump Shot","2PT Field Goal",15,"Charlotte Hornets",142,71,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2018-04-01,2017,1966,1610612739,400975895,3,0,53,0,"Jump Shot","3PT Field Goal",24,"Dallas Mavericks",-102,226,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2018-04-01,2017,6583,1610612740,400975896,1,9,20,0,"Jump Shot","2PT Field Goal",21,"Oklahoma City Thunder",-117,175,0,0.00,,0.00,0.00
"Carmelo Anthony","Oklahoma City Thunder",2017-11-05,2017,1975,1610612760,400974895,1,9,52,1,"Jump Shot","3PT Field Goal",22,"Portland Trail Blazers",226,29,0,0.00,,0.00,0.00
